container,container_num,reefer_unit,container_make,container_model,container_year,container_serial,shop_id,ownership,trailer_kind,in_service_date,install_date,container_age_years,reefer_install_days,reefer_make,reefer_model,reefer_year,reefer_serial,reefer_status,reefer_age_years,is_slxi,is_thermoking,is_carrier,total_events,shutdown_count,low_fuel_count,alarm_count,restarted_count,not_reporting_count,has_shutdown,total_rail_legs,total_rail_miles,unique_routes,shutdown_rate
FLI900281,900281,AST-1289,CIMCX,S-A53-05-188,2015,QCSC 082718,SHP-10,COM,RFRCNT,2020-01-28,2020-02-25 11:14:00,10,2135.0,Vendor-A,S600,2014.0,6001150899,INACTIVE,11.0,0,1,0,2,0,1,1,0,0,0,58,116481.0,17,0.0
FLI900282,900282,AST-1290,CIMCX,S-A53-05-188,2015,QCSC 082719,SHP-10,COM,RFRCNT,2020-01-28,2020-02-25 11:14:00,10,2135.0,Vendor-A,S600,2014.0,6001150902,ACTIVE,11.0,0,1,0,0,0,0,0,0,0,0,52,113747.0,17,0.0
FLI900283,900283,AST-1759,CIMCX,S-A53-05-188,2015,QCSC 082720,SHP-10,COM,RFRCNT,2020-01-28,2025-10-03 10:30:00,10,88.0,Vendor-B,7500 APX RL,2025.0,WAV91824743,ACTIVE,0.0,0,0,1,5,4,0,0,0,1,1,55,126616.0,17,0.0727272727272727
FLI900285,900285,AST-1760,CIMCX,S-A53-05-188,2015,QCSC 082722,SHP-10,COM,RFRCNT,2020-01-28,2025-09-17 15:08:00,10,104.0,Vendor-B,7500 APX RL,2025.0,WAV91824738,ACTIVE,0.0,0,0,1,5,4,0,0,1,0,1,55,126381.0,15,0.0727272727272727
FLI900286,900286,AST-1803,CIMCX,S-A53-05-188,2015,QCSC 082723,SHP-10,COM,RFRCNT,2020-01-28,2026-01-07 13:48:00,10,-8.0,Vendor-B,7500 APX RL,2025.0,WAZ91834423,ACTIVE,0.0,0,0,1,5,3,1,1,0,0,1,54,120622.0,23,0.0555555555555555
FLI900287,900287,AST-1291,CIMCX,S-A53-05-188,2015,QCSC 082726,SHP-10,COM,RFRCNT,2020-01-28,2020-02-25 11:16:00,10,2135.0,Vendor-A,S600,2014.0,6001165006,ACTIVE,11.0,0,1,0,2,0,0,2,0,0,0,55,114673.0,17,0.0
FLI900288,900288,AST-1292,CIMCX,S-A53-05-188,2015,QCSC 082727,SHP-10,COM,RFRCNT,2020-01-28,2020-02-25 11:17:00,10,2135.0,Vendor-A,S600,2014.0,6001150904,ACTIVE,11.0,0,1,0,1,0,0,1,0,0,0,57,117784.0,19,0.0
FLI900289,900289,AST-1293,CIMCX,S-A53-05-188,2015,QCSC 082728,SHP-10,COM,RFRCNT,2020-01-28,2026-01-21 18:36:00,10,-22.0,Vendor-A,S600,2013.0,6001149674,INACTIVE,12.0,0,1,0,3,0,0,1,2,0,0,59,128198.0,19,0.0
FLI900290,900290,AST-1294,CIMCX,S-A53-05-188,2015,QCSC 082729,SHP-10,COM,RFRCNT,2020-01-28,2020-02-25 11:17:00,10,2135.0,Vendor-A,S600,2014.0,6001149662,ACTIVE,11.0,0,1,0,0,0,0,0,0,0,0,52,112096.0,19,0.0
FLI900291,900291,AST-1808,CIMCX,S-A53-05-188,2015,QCSC 082730,SHP-10,COM,RFRCNT,2020-01-28,2025-11-05 11:49:00,10,55.0,Vendor-B,7500 APX RL,2025.0,WAV91824747,ACTIVE,0.0,0,0,1,0,0,0,0,0,0,0,56,123542.0,20,0.0
FLI900292,900292,AST-1795,CIMCX,S-A53-05-188,2015,QCSC 082732,SHP-10,COM,RFRCNT,2020-01-28,2026-01-12 15:02:00,10,-13.0,Vendor-B,7500 APX RL,2025.0,WAZ91834161,ACTIVE,0.0,0,0,1,6,1,0,0,1,4,1,60,138229.0,20,0.0166666666666666
FLI900293,900293,AST-1295,CIMCX,S-A53-05-188,2015,QCSC 082733,SHP-10,COM,RFRCNT,2020-01-28,2020-02-25 11:18:00,10,2135.0,Vendor-A,S600,2014.0,6001164104,ACTIVE,11.0,0,1,0,1,0,0,1,0,0,0,61,131993.0,22,0.0
FLI900294,900294,AST-1761,CIMCX,S-A53-05-188,2015,QCSC 082734,SHP-10,COM,RFRCNT,2020-01-28,2025-10-03 10:35:00,10,88.0,Vendor-B,7500 APX RL,2025.0,WAV91825005,ACTIVE,0.0,0,0,1,1,0,0,0,0,0,0,52,117648.0,20,0.0
FLI900295,900295,AST-1296,CIMCX,S-A53-05-188,2015,QCSC 082735,SHP-10,COM,RFRCNT,2020-01-28,2020-02-25 11:19:00,10,2135.0,Vendor-A,S600,2014.0,6001165004,ACTIVE,11.0,0,1,0,0,0,0,0,0,0,0,40,80352.0,19,0.0
FLI900296,900296,AST-1791,CIMCX,S-A53-05-188,2015,QCSC 082736,SHP-10,COM,RFRCNT,2020-01-28,2025-10-14 10:34:00,10,77.0,Vendor-B,7500 APX RL,2025.0,WAV91824737,ACTIVE,0.0,0,0,1,13,3,1,6,0,3,1,59,125321.0,22,0.0508474576271186
FLI900297,900297,AST-1762,CIMCX,S-A53-05-188,2015,QCSC 082737,SHP-10,COM,RFRCNT,2020-01-28,2025-12-02 15:18:00,10,28.0,Vendor-B,7500 APX RL,2025.0,WAZ91834167,ACTIVE,0.0,0,0,1,4,0,0,0,1,3,0,50,112238.0,21,0.0
FLI900298,900298,AST-1763,CIMCX,S-A53-05-188,2015,QCSC 082738,SHP-10,COM,RFRCNT,2020-01-28,2025-09-17 14:56:00,10,104.0,Vendor-B,7500 APX RL,2025.0,WAV91824749,ACTIVE,0.0,0,0,1,8,1,0,7,0,0,1,45,100576.0,18,0.0222222222222222
FLI900299,900299,AST-1297,CIMCX,S-A53-05-188,2015,QCSC 082739,SHP-10,COM,RFRCNT,2020-01-28,2020-02-25 11:21:00,10,2135.0,Vendor-A,S600,2014.0,6001164101,ACTIVE,11.0,0,1,0,2,0,1,1,0,0,0,58,127243.0,18,0.0
FLI900300,900300,AST-1764,CIMCX,S-A53-05-188,2015,QCSC 082740,SHP-10,COM,RFRCNT,2020-01-28,2025-11-05 09:52:00,10,55.0,Vendor-B,7500 APX RL,2025.0,WAV91825092,ACTIVE,0.0,0,0,1,1,0,0,1,0,0,0,57,122721.0,21,0.0
FLI900301,900301,AST-1806,CIMCX,S-A53-05-188,2015,QCSC 082741,SHP-10,COM,RFRCNT,2020-01-28,2025-11-24 11:56:00,10,36.0,Vendor-B,7500 APX RL,2025.0,WAZ91833888,ACTIVE,0.0,0,0,1,1,0,1,0,0,0,0,66,134911.0,24,0.0
FLI900302,900302,AST-1298,CIMCX,S-A53-05-188,2015,QCSC 082742,SHP-10,COM,RFRCNT,2020-01-29,2020-02-25 11:22:00,10,2135.0,Vendor-A,S600,2014.0,6001147523,ACTIVE,11.0,0,1,0,5,5,0,0,0,0,1,56,121678.0,24,0.0892857142857142
FLI900303,900303,AST-1796,CIMCX,S-A53-05-188,2015,QCSC 082743,SHP-10,COM,RFRCNT,2020-01-29,2026-01-21 18:48:00,10,-22.0,Vendor-B,7500 APX RL,2025.0,WAZ91834163,ACTIVE,0.0,0,0,1,0,0,0,0,0,0,0,62,132497.0,20,0.0
FLI900304,900304,AST-1802,CIMCX,S-A53-05-188,2015,QCSC 082744,SHP-10,COM,RFRCNT,2020-01-29,2025-11-05 11:45:00,10,55.0,Vendor-B,7500 APX RL,2025.0,WAV91824739,ACTIVE,0.0,0,0,1,4,2,1,1,0,0,1,54,116602.0,19,0.037037037037037
FLI900305,900305,AST-1299,CIMCX,S-A53-05-188,2015,QCSC 082745,SHP-10,COM,RFRCNT,2020-01-29,2020-02-25 11:23:00,10,2135.0,Vendor-A,S600,2014.0,6001150901,ACTIVE,11.0,0,1,0,2,2,0,0,0,0,1,59,120677.0,19,0.0338983050847457
FLI900306,900306,AST-1793,CIMCX,S-A53-05-188,2015,QCSC 082746,SHP-10,COM,RFRCNT,2020-01-29,2025-11-05 09:50:00,10,55.0,Vendor-B,7500 APX RL,2025.0,WAV91825088,ACTIVE,0.0,0,0,1,3,0,3,0,0,0,0,55,105400.0,20,0.0
FLI900307,900307,AST-1765,CIMCX,S-A53-05-188,2015,QCSC 082748,SHP-10,COM,RFRCNT,2020-01-29,2025-08-25 16:25:00,10,127.0,Vendor-B,7500 APX RL,2025.0,WAV91824748,ACTIVE,0.0,0,0,1,3,0,2,0,1,0,0,53,111455.0,20,0.0
FLI900308,900308,AST-1766,CIMCX,S-A53-05-188,2015,QCSC 082749,SHP-10,COM,RFRCNT,2020-01-29,2025-10-14 10:27:00,10,77.0,Vendor-B,7500 APX RL,2025.0,WAV91825007,ACTIVE,0.0,0,0,1,4,2,1,0,0,1,1,50,116350.0,16,0.04
FLI900309,900309,AST-1790,CIMCX,S-A53-05-188,2015,QCSC 082750,SHP-10,COM,RFRCNT,2020-01-29,2025-10-14 10:32:00,10,77.0,Vendor-B,7500 APX RL,2025.0,WAV91824732,ACTIVE,0.0,0,0,1,3,0,2,0,0,1,0,61,137225.0,20,0.0
FLI900310,900310,AST-1840,CIMCX,S-A53-05-188,2015,QCSC 082752,SHP-10,COM,RFRCNT,2020-01-29,2025-11-24 11:53:00,10,36.0,Vendor-B,7500 APX RL,2025.0,WAZ91833889,ACTIVE,0.0,0,0,1,1,0,0,0,1,0,0,51,104798.0,21,0.0
FLI900311,900311,AST-1767,CIMCX,S-A53-05-188,2015,QCSC 082753,SHP-10,COM,RFRCNT,2020-01-29,2025-10-03 10:37:00,10,88.0,Vendor-B,7500 APX RL,2025.0,WAV91825008,ACTIVE,0.0,0,0,1,1,0,1,0,0,0,0,60,126500.0,23,0.0
FLI900312,900312,AST-1813,CIMCX,S-A53-05-188,2015,QCSC 082754,SHP-10,COM,RFRCNT,2020-01-29,2026-01-12 15:34:00,10,-13.0,Vendor-B,7500 APX RL,2025.0,XAA91835076,ACTIVE,0.0,0,0,1,4,1,0,0,0,3,1,52,107401.0,25,0.0192307692307692
FLI900313,900313,AST-1801,CIMCX,S-A53-05-188,2015,QCSC 082755,SHP-10,COM,RFRCNT,2020-01-29,2025-11-05 10:55:00,10,55.0,Vendor-B,7500 APX RL,2025.0,WAV91824731,ACTIVE,0.0,0,0,1,3,0,3,0,0,0,0,56,117913.0,18,0.0
FLI900314,900314,AST-1792,CIMCX,S-A53-05-188,2015,QCSC 082756,SHP-10,COM,RFRCNT,2020-01-29,2026-01-26 13:16:00,10,-27.0,Vendor-B,7500 APX RL,2025.0,R9314,ACTIVE,0.0,0,0,1,8,0,0,0,8,0,0,60,129957.0,23,0.0
FLI900315,900315,AST-1768,CIMCX,S-A53-05-188,2015,QCSC 082757,SHP-10,COM,RFRCNT,2020-01-29,2025-10-03 10:41:00,10,88.0,Vendor-B,7500 APX RL,2025.0,WAV91825004,ACTIVE,0.0,0,0,1,8,1,7,0,0,0,1,58,118203.0,20,0.0172413793103448
FLI900316,900316,AST-1300,CIMCX,S-A53-05-188,2015,QCSC 082758,SHP-10,COM,RFRCNT,2020-01-29,2020-02-25 11:28:00,10,2135.0,Vendor-A,S600,2014.0,6001164115,ACTIVE,11.0,0,1,0,3,0,3,0,0,0,0,54,125059.0,17,0.0
FLI900317,900317,AST-1769,CIMCX,S-A53-05-188,2015,QCSC 082759,SHP-10,COM,RFRCNT,2020-01-29,2025-10-03 10:44:00,10,88.0,Vendor-B,7500 APX RL,2025.0,WAV91824745,ACTIVE,0.0,0,0,1,3,0,1,0,1,1,0,60,115093.0,25,0.0
FLI900318,900318,AST-1301,CIMCX,S-A53-05-188,2015,QCSC 082760,SHP-10,COM,RFRCNT,2020-01-29,2020-02-25 11:28:00,10,2135.0,Vendor-A,S600,2014.0,6001164111,ACTIVE,11.0,0,1,0,3,0,1,1,0,1,0,55,119479.0,22,0.0
FLI900319,900319,AST-1770,CIMCX,S-A53-05-188,2015,QCSC 082761,SHP-10,COM,RFRCNT,2020-01-29,2025-10-03 10:46:00,10,88.0,Vendor-B,7500 APX RL,2025.0,WAV91824744,ACTIVE,0.0,0,0,1,6,1,2,0,3,0,1,63,137322.0,20,0.0158730158730158
FLI900321,900321,AST-1772,CIMCX,S-A53-05-188,2015,QCSC 082763,SHP-10,COM,RFRCNT,2020-01-29,2025-10-03 10:47:00,10,88.0,Vendor-B,7500 APX RL,2025.0,WAV91824740,ACTIVE,0.0,0,0,1,5,0,5,0,0,0,0,59,125978.0,18,0.0
FLI900322,900322,AST-1773,CIMCX,S-A53-05-188,2015,QCSC 082764,SHP-10,COM,RFRCNT,2020-01-29,2025-10-14 10:29:00,10,77.0,Vendor-B,7500 APX RL,2025.0,WAV91825003,ACTIVE,0.0,0,0,1,0,0,0,0,0,0,0,59,126568.0,21,0.0
FLI900323,900323,AST-1452,CIMCX,S-A53-05-188,2015,QCSC 098237,SHP-10,COM,RFRCNT,2020-01-29,2020-02-25 15:59:00,10,2135.0,Vendor-A,PRECDNT S600,2014.0,6001165024,ACTIVE,11.0,0,1,0,4,2,0,0,2,0,1,60,129126.0,20,0.0333333333333333
FLI900324,900324,AST-1302,CIMCX,S-A53-05-188,2015,QCSC 098238,SHP-10,COM,RFRCNT,2020-01-29,2020-02-25 11:31:00,10,2135.0,Vendor-A,S600,2015.0,6001191548,ACTIVE,10.0,0,1,0,9,4,4,1,0,0,1,65,137288.0,18,0.0615384615384615
FLI900325,900325,AST-1303,CIMCX,S-A53-05-188,2015,QCSC 098239,SHP-10,COM,RFRCNT,2020-01-29,2020-02-25 11:32:00,10,2135.0,Vendor-A,S600,2015.0,6001191547,ACTIVE,10.0,0,1,0,15,0,6,4,5,0,0,56,125589.0,20,0.0
FLI900326,900326,AST-1774,CIMCX,S-A53-05-188,2015,QCSC 098240,SHP-10,COM,RFRCNT,2020-01-29,2025-10-29 10:59:00,10,62.0,Vendor-B,7500 APX RL,2025.0,WAV91825080,ACTIVE,0.0,0,0,1,1,0,1,0,0,0,0,52,118766.0,18,0.0
FLI900327,900327,AST-1807,CIMCX,S-A53-05-188,2015,QCSC 098243,SHP-10,COM,RFRCNT,2020-01-29,2025-12-02 15:39:00,10,28.0,Vendor-B,7500 APX RL,2025.0,WAZ91833774,ACTIVE,0.0,0,0,1,1,0,0,1,0,0,0,53,115550.0,22,0.0
FLI900328,900328,AST-1304,CIMCX,S-A53-05-188,2015,QCSC 098244,SHP-10,COM,RFRCNT,2020-01-29,2020-02-25 11:34:00,10,2135.0,Vendor-A,S600,2015.0,6001193457,ACTIVE,10.0,0,1,0,1,1,0,0,0,0,1,55,115952.0,21,0.0181818181818181
FLI900329,900329,AST-1837,CIMCX,S-A53-05-188,2015,QCSC 098246,SHP-10,COM,RFRCNT,2020-01-29,2026-01-14 10:42:00,10,-15.0,Vendor-B,7500 APX RL,2025.0,XAA91835184,ACTIVE,0.0,0,0,1,9,8,0,0,1,0,1,57,119155.0,24,0.1403508771929824
FLI900330,900330,AST-1833,CIMCX,S-A53-05-188,2015,QCSC 098247,SHP-10,COM,RFRCNT,2020-01-29,2025-12-02 15:37:00,10,28.0,Vendor-B,7500 APX RL,2025.0,WAZ91833881,ACTIVE,0.0,0,0,1,3,2,0,0,1,0,1,52,116006.0,22,0.0384615384615384
FLI900331,900331,AST-1305,CIMCX,S-A53-05-188,2015,QCSC 098248,SHP-10,COM,RFRCNT,2020-01-29,2020-02-25 11:41:00,10,2135.0,Vendor-A,S600,2015.0,6001193447,ACTIVE,10.0,0,1,0,4,1,0,0,3,0,1,61,122577.0,24,0.0163934426229508
FLI900332,900332,AST-1306,CIMCX,S-A53-05-188,2015,QCSC 098249,SHP-10,COM,RFRCNT,2020-01-29,2020-02-25 11:41:00,10,2135.0,Vendor-A,S600,2015.0,6001193439,ACTIVE,10.0,0,1,0,2,0,0,1,1,0,0,54,106376.0,27,0.0
FLI900333,900333,AST-1816,CIMCX,S-A53-05-188,2015,QCSC 098250,SHP-10,COM,RFRCNT,2020-01-29,2025-12-22 13:07:00,10,8.0,Vendor-B,7500 APX RL,2025.0,XAA91835099,ACTIVE,0.0,0,0,1,8,1,4,1,0,2,1,55,114769.0,18,0.0181818181818181
FLI900334,900334,AST-1307,CIMCX,S-A53-05-188,2015,QCSC 098251,SHP-10,COM,RFRCNT,2020-01-29,2020-02-25 11:42:00,10,2135.0,Vendor-A,S600,2015.0,6001191549,ACTIVE,10.0,0,1,0,6,0,6,0,0,0,0,58,130267.0,20,0.0
FLI900335,900335,AST-1308,CIMCX,S-A53-05-188,2015,QCSC 098252,SHP-10,COM,RFRCNT,2020-01-29,2020-02-25 11:42:00,10,2135.0,Vendor-A,S600,2015.0,6001193441,ACTIVE,10.0,0,1,0,1,0,0,1,0,0,0,59,124668.0,19,0.0
FLI900336,900336,AST-1775,CIMCX,S-A53-05-188,2015,QCSC 098253,SHP-10,COM,RFRCNT,2020-01-29,2025-10-03 10:50:00,10,88.0,Vendor-B,7500 APX RL,2025.0,WAV91825074,ACTIVE,0.0,0,0,1,3,2,1,0,0,0,1,53,111555.0,25,0.0377358490566037
FLI900337,900337,AST-1776,CIMCX,S-A53-05-188,2015,QCSC 098254,SHP-10,COM,RFRCNT,2020-01-29,2025-11-28 15:31:00,10,32.0,Vendor-B,7500 APX RL,2025.0,WAV91825030,ACTIVE,0.0,0,0,1,3,0,1,1,1,0,0,56,119829.0,22,0.0
FLI900338,900338,AST-1309,CIMCX,S-A53-05-188,2015,QCSC 098255,SHP-10,COM,RFRCNT,2020-01-29,2020-02-25 11:44:00,10,2135.0,Vendor-A,S600,2015.0,6001191521,ACTIVE,10.0,0,1,0,1,0,0,0,0,1,0,58,120323.0,22,0.0
FLI900339,900339,AST-1799,CIMCX,S-A53-05-188,2015,QCSC 098256,SHP-10,COM,RFRCNT,2020-01-29,2025-11-05 11:57:00,10,55.0,Vendor-B,7500 APX RL,2025.0,WAV91825009,ACTIVE,0.0,0,0,1,4,0,2,2,0,0,0,55,120123.0,21,0.0
FLI900340,900340,AST-1310,CIMCX,S-A53-05-188,2015,QCSC 098257,SHP-10,COM,RFRCNT,2020-01-29,2020-02-25 11:44:00,10,2135.0,Vendor-A,S600,2015.0,6001193453,ACTIVE,10.0,0,1,0,4,2,0,2,0,0,1,54,120738.0,18,0.037037037037037
FLI900341,900341,AST-1827,CIMCX,S-A53-05-188,2015,QCSC 098258,SHP-10,COM,RFRCNT,2020-01-29,2025-12-02 15:25:00,10,28.0,Vendor-B,7500 APX RL,2025.0,WAZ91833766,ACTIVE,0.0,0,0,1,3,0,0,1,0,2,0,46,96278.0,19,0.0
FLI900342,900342,AST-1311,CIMCX,S-A53-05-188,2015,QCSC 098259,SHP-10,COM,RFRCNT,2020-01-29,2020-02-25 11:45:00,10,2135.0,Vendor-A,S600,2015.0,6001193445,ACTIVE,10.0,0,1,0,2,0,0,1,1,0,0,60,124914.0,24,0.0
FLI900343,900343,AST-1777,CIMCX,S-A53-05-188,2015,QCSC 098260,SHP-10,COM,RFRCNT,2020-01-29,2025-08-25 16:27:00,10,127.0,Vendor-B,7500 APX RL,2025.0,WAV91825023,ACTIVE,0.0,0,0,1,6,5,0,0,0,1,1,52,107532.0,22,0.0961538461538461
FLI900344,900344,AST-1312,CIMCX,S-A53-05-188,2015,QCSC 098261,SHP-10,COM,RFRCNT,2020-01-29,2020-02-25 14:36:00,10,2135.0,Vendor-A,S600,2015.0,6001191520,ACTIVE,10.0,0,1,0,0,0,0,0,0,0,0,61,141314.0,23,0.0
FLI900345,900345,AST-1313,CIMCX,S-A53-05-188,2015,QCSC 098262,SHP-10,COM,RFRCNT,2020-01-29,2020-02-25 14:39:00,10,2135.0,Vendor-A,S600,2015.0,6001191538,ACTIVE,10.0,0,1,0,6,0,0,4,2,0,0,64,139708.0,21,0.0
FLI900346,900346,AST-1004,CIMCX,S-A53-05-188,2015,QCSC 098263,SHP-10,COM,RFRCNT,2020-01-29,2013-02-17 05:17:00,10,4699.0,Vendor-A,SB230,2012.0,6001107927,ACTIVE,13.0,0,1,0,8,1,3,3,0,1,1,58,130296.0,22,0.0172413793103448
FLI900347,900347,AST-1826,CIMCX,S-A53-05-188,2015,QCSC 098264,SHP-10,COM,RFRCNT,2020-01-29,2025-12-12 08:40:00,10,18.0,Vendor-B,7500 APX RL,2025.0,WAZ91833772,ACTIVE,0.0,0,0,1,3,2,0,0,0,1,1,52,104260.0,20,0.0384615384615384
FLI900348,900348,AST-1314,CIMCX,S-A53-05-188,2015,QCSC 098265,SHP-10,COM,RFRCNT,2020-01-29,2020-02-25 14:41:00,10,2135.0,Vendor-A,S600,2015.0,6001191554,ACTIVE,10.0,0,1,0,0,0,0,0,0,0,0,59,118594.0,21,0.0
FLI900349,900349,AST-1798,CIMCX,S-A53-05-188,2015,QCSC 098266,SHP-10,COM,RFRCNT,2020-01-29,2025-11-05 12:12:00,10,55.0,Vendor-B,7500 APX RL,2025.0,WAV91825084,ACTIVE,0.0,0,0,1,4,0,0,1,3,0,0,54,123994.0,17,0.0
FLI900350,900350,AST-1778,CIMCX,S-A53-05-188,2015,QCSC 098267,SHP-10,COM,RFRCNT,2020-01-29,2025-10-03 10:52:00,10,88.0,Vendor-B,7500 APX RL,2025.0,WAV91825018,ACTIVE,0.0,0,0,1,2,0,1,1,0,0,0,62,123217.0,25,0.0
FLI900351,900351,AST-1830,CIMCX,S-A53-05-188,2015,QCSC 098268,SHP-10,COM,RFRCNT,2020-01-29,2025-12-02 15:32:00,10,28.0,Vendor-B,7500 APX RL,2025.0,WAZ91833878,ACTIVE,0.0,0,0,1,0,0,0,0,0,0,0,55,110418.0,21,0.0
FLI900352,900352,AST-1755,CIMCX,S-A53-05-188,2015,QCSC 098269,SHP-10,COM,RFRCNT,2020-01-30,2022-08-25 13:54:00,10,1223.0,Vendor-A,S600,2015.0,6001203197,ACTIVE,10.0,0,1,0,1,0,0,0,1,0,0,61,139796.0,16,0.0
FLI900353,900353,AST-1315,CIMCX,S-A53-05-188,2015,QCSC 098270,SHP-10,COM,RFRCNT,2020-01-30,2020-02-25 14:43:00,10,2135.0,Vendor-A,S600,2015.0,6001193465,ACTIVE,10.0,0,1,0,3,3,0,0,0,0,1,60,125253.0,22,0.05
FLI900354,900354,AST-1818,CIMCX,S-A53-05-188,2015,QCSC 098271,SHP-10,COM,RFRCNT,2020-01-30,2026-01-14 10:40:00,10,-15.0,Vendor-B,7500 APX RL,2025.0,XAA91835112,ACTIVE,0.0,0,0,1,0,0,0,0,0,0,0,54,115706.0,14,0.0
FLI900355,900355,AST-1316,CIMCX,S-A53-05-188,2015,QCSC 098272,SHP-10,COM,RFRCNT,2020-01-30,2020-02-25 14:43:00,10,2135.0,Vendor-A,S600,2015.0,6001193463,ACTIVE,10.0,0,1,0,5,3,1,0,1,0,1,57,121876.0,21,0.0526315789473684
FLI900356,900356,AST-1317,CIMCX,S-A53-05-188,2015,QCSC 098273,SHP-10,COM,RFRCNT,2020-01-30,2020-02-25 14:43:00,10,2135.0,Vendor-A,S600,2015.0,6001191526,ACTIVE,10.0,0,1,0,3,1,0,0,0,2,1,57,118205.0,20,0.0175438596491228
FLI900357,900357,AST-1318,CIMCX,S-A53-05-188,2015,QCSC 098274,SHP-10,COM,RFRCNT,2020-01-30,2020-02-25 14:44:00,10,2135.0,Vendor-A,S600,2015.0,6001193440,ACTIVE,10.0,0,1,0,2,2,0,0,0,0,1,61,138837.0,19,0.0327868852459016
FLI900358,900358,AST-1779,CIMCX,S-A53-05-188,2015,QCSC 098275,SHP-10,COM,RFRCNT,2020-01-30,2025-10-03 11:04:00,10,88.0,Vendor-B,7500 APX RL,2025.0,WAV91825019,ACTIVE,0.0,0,0,1,0,0,0,0,0,0,0,52,118396.0,19,0.0
FLI900359,900359,AST-1319,CIMCX,S-A53-05-188,2015,QCSC 098276,SHP-10,COM,RFRCNT,2020-01-30,2020-02-25 14:44:00,10,2135.0,Vendor-A,S600,2015.0,6001191559,ACTIVE,10.0,0,1,0,6,0,6,0,0,0,0,59,125323.0,20,0.0
FLI900360,900360,AST-1320,CIMCX,S-A53-05-188,2015,QCSC 098277,SHP-10,COM,RFRCNT,2020-01-30,2020-02-25 14:44:00,10,2135.0,Vendor-A,S600,2015.0,6001193427,ACTIVE,10.0,0,1,0,1,1,0,0,0,0,1,56,123094.0,20,0.0178571428571428
FLI900361,900361,AST-1321,CIMCX,S-A53-05-188,2015,QCSC 098278,SHP-10,COM,RFRCNT,2020-01-30,2020-02-25 14:45:00,10,2135.0,Vendor-A,S600,2015.0,6001191524,ACTIVE,10.0,0,1,0,2,2,0,0,0,0,1,54,121207.0,17,0.037037037037037
FLI900362,900362,AST-1322,CIMCX,S-A53-05-188,2015,QCSC 098279,SHP-10,COM,RFRCNT,2020-01-30,2020-02-25 14:45:00,10,2135.0,Vendor-A,S600,2015.0,6001193438,ACTIVE,10.0,0,1,0,1,0,0,1,0,0,0,52,106776.0,20,0.0
FLI900363,900363,AST-1277,CIMCX,S-A53-05-188,2015,QCSC 098280,SHP-10,COM,RFRCNT,2020-01-30,2020-02-17 22:51:00,10,2143.0,Vendor-A,PRECDNT S600,2015.0,6001203175,ACTIVE,10.0,0,1,0,0,0,0,0,0,0,0,60,134715.0,20,0.0
FLI900364,900364,AST-1800,CIMCX,S-A53-05-188,2015,QCSC 098282,SHP-10,COM,RFRCNT,2020-01-30,2025-12-22 13:15:00,10,8.0,Vendor-B,7500 APX RL,2025.0,WAZ91834166,ACTIVE,0.0,0,0,1,1,1,0,0,0,0,1,52,119392.0,19,0.0192307692307692
FLI900365,900365,AST-1323,CIMCX,S-A53-05-188,2015,QCSC 098283,SHP-10,COM,RFRCNT,2020-01-30,2020-02-25 14:46:00,10,2135.0,Vendor-A,S600,2015.0,6001191541,ACTIVE,10.0,0,1,0,0,0,0,0,0,0,0,60,132333.0,24,0.0
FLI900366,900366,AST-1324,CIMCX,S-A53-05-188,2015,QCSC 098284,SHP-10,COM,RFRCNT,2020-01-30,2020-02-25 14:46:00,10,2135.0,Vendor-A,S600,2015.0,6001193443,ACTIVE,10.0,0,1,0,2,2,0,0,0,0,1,65,138242.0,22,0.0307692307692307
FLI900367,900367,AST-1823,CIMCX,S-A53-05-188,2015,QCSC 098285,SHP-10,COM,RFRCNT,2020-01-30,2025-11-24 11:59:00,10,36.0,Vendor-B,7500 APX RL,2025.0,WAZ91833892,ACTIVE,0.0,0,0,1,2,0,0,0,2,0,0,55,114964.0,23,0.0
FLI900368,900368,AST-1780,CIMCX,S-A53-05-188,2015,QCSC 098286,SHP-10,COM,RFRCNT,2020-01-30,2025-10-03 11:06:00,10,88.0,Vendor-B,7500 APX RL,2025.0,WAV91825031,ACTIVE,0.0,0,0,1,4,1,0,0,3,0,1,57,120768.0,22,0.0175438596491228
FLI900369,900369,AST-1325,CIMCX,S-A53-05-188,2015,QCSC 098287,SHP-10,COM,RFRCNT,2020-01-30,2020-02-25 14:46:00,10,2135.0,Vendor-A,S600,2015.0,6001191546,ACTIVE,10.0,0,1,0,4,0,1,3,0,0,0,56,120778.0,19,0.0
FLI900370,900370,AST-1326,CIMCX,S-A53-05-188,2015,QCSC 098288,SHP-10,COM,RFRCNT,2020-01-30,2020-02-25 14:47:00,10,2135.0,Vendor-A,S600,2015.0,6001193428,ACTIVE,10.0,0,1,0,0,0,0,0,0,0,0,54,120299.0,21,0.0
FLI900371,900371,AST-1781,CIMCX,S-A53-05-188,2015,QCSC 098289,SHP-10,COM,RFRCNT,2020-01-30,2025-12-08 09:16:00,10,22.0,Vendor-B,7500 APX RL,2025.0,WAZ91833871,ACTIVE,0.0,0,0,1,6,0,0,5,0,1,0,55,115254.0,22,0.0
FLI900372,900372,AST-1327,CIMCX,S-A53-05-188,2015,QCSC 098290,SHP-10,COM,RFRCNT,2020-01-30,2020-02-25 14:47:00,10,2135.0,Vendor-A,S600,2015.0,6001193455,ACTIVE,10.0,0,1,0,3,2,0,1,0,0,1,55,116605.0,20,0.0363636363636363
